title,company,experience,salary,locations,description,industry,department,employment_type,skills,scraped_at
TM-Data Scientist-Audit Innovation & Digital Transformation,Hdfc Bank,3 - 5 years,Not Disclosed,['Mumbai'],"Job Title: TM-Data Scientist-Audit Innovation & Digital Transformation\nPURPOSE OF THE JOB\nTo work as a junior data scientist and contribute to development of AI ML, NLP, and Gen AI solutions. Work on diverse projects involving data analysis, predictive modeling, AI/ML and Gen AI implementation while collaborating with cross-functional teams to drive data-driven analytics and decision making.\n\nKEY RESPONSIBILITIES\nDesign and deploy machine learning pipelines for production environments\nWork with NLP techniques for text analysis, sentiment analysis\nImplement Gen AI solutions to automate content creation and data augmentation\nContribute to Video Analytics projects using Computer Vision and Multi-modal LLMs\nCreate clear, compelling data visualizations and dashboards using tools like Power BI or Python\nDocument methodologies, findings, and model performance for reproducibility\nPresent findings and recommendations to both technical and non-technical stakeholders\nCollaborate with engineers and business analysts to translate business requirements into analytical solutions\nStay current with latest developments in AI/ML technologies and best practices\n\n\nKey Skills\n1-2 years of hands-on experience in developing data science, AIML, NLP, Computer Vision, Gen AI solutions\nProficiency in Python for data analysis and machine learning\nExperience with ML libraries such as scikit-learn, TensorFlow, PyTorch, or similar frameworks\nKnowledge of NLP techniques and libraries (NLTK, spaCy, Hugging Face Transformers)\nFamiliarity with generative AI models and their applications\nSQL proficiency for database querying and data manipulation\nExperience with data visualization tools and techniques\nUnderstanding of statistical concepts\n\n\nEducational Qualifications\nBachelors or Masters degree in Computer Science, Engineering, or a related field.\nCertifications in areas such as Data Engineering, Cloud Skills, AI/ML, Gen AI will be an added advantage.\n\nExperience Required\n1-2 years of experience in Data Science, AI ML, Gen AI.\n\nJob Location- Kanjurmarg, Mumbai.",Industry Type: Banking,Department: Finance & Accounting,"Employment Type: Full Time, Permanent","['Data Science', 'Artificial intelligence Markup Language', 'Generative Ai', 'Natural Language Processing', 'Machine Learning', 'Pytorch', 'Tensorflow', 'Ml Libraries', 'Computer Vision', 'Scikit-Learn', 'Python', 'SQL']",2025-07-01 05:47:12
Lead Machine Learning Engineer,Uplers,7 - 12 years,Not Disclosed,['Mumbai (All Areas)'],"Experience: 7.00 + years\nSalary: Confidential (based on experience)\nShift: (GMT+05:30) Asia/Kolkata (IST)\nOpportunity Type: Office (Mumbai)\nPlacement Type: Full time Permanent Position\n(*Note: This is a requirement for one of Uplers' client - IDfy)\nWhat do you need for this opportunity?\n\nMust have skills required:\nMachine Learning, NLP, Working on high scale production delivery\n\nIDfy is Looking for:\nWe work fully onsite on all days of the week from our office in Andheri, Mumbai.\nWe're the perfect match if you...\nHave 9-12 years of experience with-\nExperience in framing and solving complex problems with the application of machine learning or deep learning models.\nDeep expertise in computer vision or NLP with the experience of putting itinto production at scale.\nExperience & understanding that modelling is only a small part of building and delivering AI solutions and know whatittakes to keep a high-performance system up and running.\nExperience in managing a large scale production ML system for atleast a couple of years\nExperience in Optimization and tuning of models for deployment at scale\nExperience in monitoring and debugging of production ML systems\nAn enthusiasm and drive to learn, assimilate and disseminate the state ofthe artresearch.\nPast experience of leading team.\nKnowledge of and experience in ML Ops and tooling for efficient machine learning processes.\nA lot of what we are building will require innovative approaches using newly researched models and applications.\nHere's What Your Day Would Look Like...\nWork on all aspects of a production machine learning platform: acquiring data, training and building models, deploying models, building API services for exposing these models, maintaining them in production, and more.\nWork on performance tuning of models\nFrom time to time work on support and debugging ofthese production systems\nWork on researching the latest technology in the areas of ourinterest and applying it to build newer products and enhancement ofthe existing platform.\nBuilding workflows for training and production systems\nContribute to documentation while the emphasis will be on researching, building and deploying models into production, you will be expected to contribute to aspects mentioned above.\n\nWhat is IDfy?\nIDfy is an Integrated Identity Platform offering products and solutions for KYC, KYB, Background Verifications, Risk Assessment, and Digital Onboarding. We establish trust while delivering a frictionless experience for you, your employees, customers and partners.\nIDfy combines enterprise-grade technology with business understanding and has the widest breadth of offerings in the industry. With more than 14 years of experience and 2 million verifications per day, we are pioneers in this industry.\nOur clients include HDFC Bank, Induslnd Bank, Zomato, Amazon, PhonePe, Paytm, HUL and many others.\nWe have successfully raised $27M from Elev8 Venture Partners, KB Investments & Tenacity Ventures!\nWhats it like working at IDfy?\nWe build products that detect and prevent fraud. At IDfy, you will apply your skills to stay one step ahead of fraudsters. You will be mind-mapping fraudsters modus operandi, predicting evolution of fraud techniques, and designing solutions to prevent new & emerging fraud.\nThe work you do will be high visibility in the organization as well as impact prominent Banks and BGV companies in India and abroad. You'll be part of an exciting journey of innovation, blazing new markets and at the same time making the business environment better for global citizens.\nAt IDfy, you will work on the entire end-to-end solution rather than a small cog of a giant wheel.\nWe work hard and party hard. There are weekly sessions on emerging technologies. Work weeks are usually capped off with board games, poker, karaoke and other fun activities.=",Industry Type: FinTech / Payments,Department: Data Science & Analytics,"Employment Type: Full Time, Permanent","['Machine Learning', 'NLP', 'Natural Language Processing']",2025-07-01 05:47:14
MLOps Engineer,Genpact,4 - 9 years,Not Disclosed,"['Kolkata', 'Hyderabad', 'Bengaluru']","Description - External\nGenpact (NYSE: G) is a global professional services and solutions firm delivering outcomes that shape the future. Our 125,000+ people across 30+ countries are driven by our innate curiosity, entrepreneurial agility, and desire to create lasting value for clients. Powered by our purpose the relentless pursuit of a world that works better for people we serve and transform leading enterprises, including the Fortune Global 500, with our deep business and industry knowledge, digital operations services, and expertise in data, technology, and AI.\nInviting applications for the role of AIML Engineer!\nIn this role, we are looking for candidates who have relevant years of experience in designing and developing machine learning and deep learning system. Who have professional software development experience. Hands on running machine learning tests and experiments. Implementing appropriate ML algorithms engineers.\nResponsibilities\n• Drive the vision for modern data and analytics platform to deliver well architected and engineered data and analytics products leveraging cloud tech stack and third-party products\n• Close the gap between ML research and production to create ground-breaking new products, features and solve problems for our customers\n• Design, develop, test, and deploy data pipelines, machine learning infrastructure and client-facing products and services\n• Build and implement machine learning models and prototype solutions for proof-of-concept\n• Scale existing ML models into production on a variety of cloud platforms\n• Analyze and resolve architectural problems, working closely with engineering, data science and operations teams",,,,"['NLP', 'Aiml', 'ML model', 'Machine Learning', 'Python', 'Data Pipeline', 'LLMs', 'ML research', 'Artificial Intelligence', 'AIML Engineer', 'Ml']",2025-07-01 05:47:17
GenAI Engineer (RAG) - Gurugram,Mumbai Rozgaar Private Limited,2 - 7 years,12-20 Lacs P.A.,['Gurugram'],"Key Responsibilities:\n- Architect and Develop GPT Models:** Design, build, and optimize custom GPT models, including architecture and fine-tuning, to meet the specific needs of the legal domain.\n- Cloud Architecture: Develop and manage cloud-based infrastructure with a deep understanding of cloud services and architecture to deploy and scale AI solutions efficiently.\n- Integration and Deployment: Oversee the deployment of GenAI models and ensure seamless integration with the KonProz platform.\n- Vector DB Utilization: Work with Vector DBs to enhance data retrieval, storage, and interaction with AI models.\n- Performance Optimization: Monitor and optimize the performance of AI models and cloud services to ensure reliability and efficiency.\n- Innovation and Collaboration: Collaborate with cross-functional teams to drive innovation and integrate AI capabilities into the product offering.\n- Technical Leadership: Provide technical guidance and mentorship to junior engineers, fostering a culture of learning and growth within the team.\n- Stay Current: Keep abreast of the latest advancements in AI and cloud technologies and apply new insights to improve our solutions.\n\nQualifications:\n- 2-5 years of experience in developing and deploying GPT models, with a strong understanding of creating custom models and their architectures.\n- Deep knowledge of cloud platforms (e.g., AWS, Azure, Google Cloud) and cloud architecture for scalable AI solutions.\n- Proficiency in Python and relevant ML libraries (e.g., TensorFlow, PyTorch).\n- Hands-on experience with Vector DBs and cloud-based data pipelines.\n- Strong problem-solving skills and a proactive approach to learning and development.\n- Excellent communication skills and the ability to work effectively in a collaborative team environment.\n- Ability to adapt to a startup pace and thrive in a dynamic work setting.",Industry Type: Software Product,Department: Engineering - Software & QA,"Employment Type: Full Time, Permanent","['Python', 'Tensorflow', 'Data Pipeline', 'Artificial Intelligence', 'Machine Learning']",2025-07-01 05:47:19
Data Scientist,Apptad,2 - 4 years,Not Disclosed,['Noida'],"We are looking for a highly skilled Data Scientist with 2 to 4 years of experience to join our team in Gurugram. The ideal candidate will have a strong background in statistics, mathematics, computer science, or another quantitative field.\n\nRoles and Responsibility\nParticipate and collaborate with operation teams to understand business requirements and deliver scalable solutions.\nConduct thorough research on state-of-the-art generative AI techniques and apply them to enhance LLM models.\nCreate models using Classification and Regression techniques and perform Hypothesis Testing and Feature selection.\nAnalyze user behavior, conversion data, and customer journeys to generate hypotheses and build optimization plans.\nMine and analyze data from company databases to drive product development and business strategy improvements.\nPerform deep dive analyses on key business trends and package insights into easily consumable presentations and documents.\nJob\nEducation in Statistics, Mathematics, Computer Science, or another quantitative field.\nExperience using computer languages (Python, SQL) to manipulate data and draw insights from large datasets.\nProficiency in working with Large Language Models (LLMs), such as GPT-3, GPT-4, or similar models.\nStrong programming skills in Python and experience with deep learning libraries/frameworks (e.g., TensorFlow, PyTorch).\nEffective communication and collaboration skills, with the ability to work effectively in a multidisciplinary team environment.\nFamiliarity with natural language processing (NLP) and understanding of various NLP tasks is a plus.\nPrior experience in handling LLM use cases or working with large-scale language models is highly desirable.\nEnsure data quality and integrity through best practices and compliance to framework, architecture, and coding standards.\nExperience with cloud computing platforms (preferably Azure) for deploying and managing machine learning models.\nHands-on experience with generative AI models and techniques such as GANs, VAEs, and transformer models.",Industry Type: Recruitment / Staffing,Department: Data Science & Analytics,"Employment Type: Full Time, Permanent","['python', 'microsoft azure', 'sql', 'tensorflow', 'pytorch', 'natural language processing', 'hypothesis testing', 'data manipulation', 'mathematics', 'data mining', 'machine learning', 'deep learning', 'data quality', 'computer science', 'ai techniques', 'product development', 'statistics']",2025-07-01 05:47:21
Sr Machine Learning Engineer,Xoom,1 - 4 years,Not Disclosed,['Bengaluru'],"Job Summary\nWhat you need to know about the role\n\nThis job will lead the design, development, and implementation of advanced machine learning models and algorithms to solve complex problems. You will work closely with data scientists, software engineers, and product teams to enhance services through innovative AI/ML solutions. Your role will involve building scalable ML pipelines, ensuring data quality, and deploying models into production environments to drive business insights and improve customer experiences.\n\nMeet our team\nWe are the Global Analytics and Data Science (GADS) team, working within GFCCP. Our expertise lies in leveraging machine learning and artificial intelligence to automate and optimize risk and dispute management processes in the back office, delivering scalable solutions.\nJob Description\nYour way to impact\nAs a Senior Machine Learning Engineer in the team, you will be customer-centric, strategic & analytical in decision making and laser-focused on executing at scale. You thrive on the challenge of building and optimizing platforms at scale, are deeply passionate about leveraging cutting-edge technologies, and are dedicated to innovation and market success. Your role will involve leveraging your extensive technical expertise and practical experience in AI/ML to lead substantive discussions with technical and data science teams on solution implementation, and integration within complex environments .\nYour day-to-day\nDevelop and optimize machine learning models for various applications.\nPreprocess and analyze large datasets to extract meaningful insights.\nDeploy ML solutions into production environments using appropriate tools and frameworks.\nCollaborate with cross-functional teams to integrate ML models into products and services.\nMonitor and evaluate the performance of deployed models.\nWhat do you need to bring\nMinimum of 5 years of relevant work experience and a bachelor s degree or equivalent experience.\nExperience with ML frameworks like TensorFlow, PyTorch, or scikit-learn.\nFamiliarity with cloud platforms (AWS, Azure, GCP) and tools for data processing and model deployment.\nSeveral years of experience in designing, implementing, and deploying machine learning models and scaling ML Systems\nMSc or equivalent experience in a quantitative field (Computer Science, Mathematics, Engineering, Artificial Intelligence, etc.) or a bachelors degree in engineering, science, statistics or mathematics with a strong technical background in machine learning.\nHands-on experience with Python or Java, along with relevant technologies such as Spark, Hadoop, Big-Query, SQL, is required.\nCandidates must possess a comprehensive understanding of machine learning algorithms and explainable AI techniques. Additionally, expertise in at least one of the following specialized areas is required Computer Vision, Graph Mining, Natural Language Processing (NLP), or Generative AI (GenAI).\nExperience with Cloud frameworks such as GCP, AWS is preferred.\nExperience with developing machine learning models at scale from inception to business impact\nExperience in designing ML pipelines, including model versioning, model deployment, model testing, and monitoring\nExperience in mentoring and supporting junior data scientists or engineers.\nExperience working in a multi-cultural and multi-location organization - an advantage.\nTeam player, responsible, delivery-oriented, details-oriented, outstanding communication skills.\nGood to Have\nExperience with applying LLMs, prompt design, and fine-tuning methods\nExperience with developing Gen AI applications/services for sophisticated business use cases and large amounts of unstructured data.\nKnowledge of Payments industry, transaction risk domain\nPublications in prominent journals or conferences in the field of AI or successful AI/ML-related patent applications.\nPreferred Qualification\nSubsidiary\nPayPal\nTravel Percent\n20\nFor the majority of employees, PayPals balanced hybrid work model offers 3 days in the office for effective in-person collaboration and 2 days at your choice of either the PayPal office or your home workspace, ensuring that you equally have the benefits and conveniences of both locations.\nOur Benefits\nWe have great benefits including a flexible work environment, employee shares options, health and life insurance and more. To learn more about our benefits please visit https//www.paypalbenefits.com .\nWho We Are\nClick Here to learn more about our culture and community.\nCommitment to Diversity and Inclusion\nPayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state, or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities. If you are unable to submit an application because of incompatible assistive technology or a disability, please contact us at talentaccommodations@paypal.com .\nBelonging at PayPal\nOur employees are central to advancing our mission, and we strive to create an environment where everyone can do their best work with a sense of purpose and belonging. Belonging at PayPal means creating a workplace with a sense of acceptance and security where all employees feel included and valued. We are proud to have a diverse workforce reflective of the merchants, consumers, and communities that we serve, and we continue to take tangible actions to cultivate inclusivity and belonging at PayPal.\nAny general requests for consideration of your skills, please Join our Talent Community .\nWe know the confidence gap and imposter syndrome can get in the way of meeting spectacular candidates. Please don t hesitate to apply.",Industry Type: Internet,Department: Data Science & Analytics,"Employment Type: Full Time, Permanent","['Mining', 'Computer science', 'Analytical', 'Machine learning', 'Back office', 'Data processing', 'Wellness', 'Data quality', 'Analytics', 'SQL']",2025-07-01 05:47:23
Machine Learning Engineer,Micro1,2 - 5 years,Not Disclosed,['Bengaluru'],"Job Title: LLM Scientist\nJob Type: Full-time, Contractor\nLocation: Hybrid Bengaluru, Pune or Delhi\nJob Summary:\nWe are looking for an expert LLM Scientist to join our innovative team\nThe ideal candidate will possess a deep understanding of Generative AI and LLM, with extensive experience in software development using Python and FastAPI\nYou will be instrumental in designing scalable software solutions and leading architecture design, ensuring high performance and reliability in our systems\n\nKey Responsibilities:\nLead architecture design and develop scalable, distributed systems\nTranslate business requirements into technical specifications\nOversee technical execution, ensuring quality and timeliness\nMake data-driven decisions to reach product goals\nDesign and deploy LLM pipelines, using RAG and Agentic workflows\nManage the full software development lifecycle\nUtilize AWS, Azure, and GCP for cloud solutions, and implement DevOps practices\nCollaborate with cross-functional teams, conducting code reviews and offering design guidance\nRequired Skills and Qualifications:\nBachelors degree in Computer Science or related field\n5+ years in software development with LLM expertise\nProficiency in Python and JavaScript\nExperience with FastAPI; APIs with web sockets, gRPC; JWT access management\nStrong background in AWS, Azure, or GCP\nExpertise in LLM patterns: RAG, Vector DB, Hybrid Search, Agentic workflows\nExperience with LLM APIs like OpenAI, Anthropic, and SDKs like Langchain\nPreferred Qualifications:\nFront-end development skills using React JS, Next JS, Tailwind CSS\nHands-on experience with DevOps tools like Docker, Kubernetes\nExperience in Agile or Scrum methodologies",Industry Type: IT Services & Consulting,Department: Engineering - Software & QA,"Employment Type: Full Time, Permanent","['python', 'gcp', 'devops', 'microsoft azure', 'agile', 'aws', 'javascript']",2025-07-01 05:47:25
Machine Learning Engineer (with NLP & AWS Experience),Precognitas Health,4 - 9 years,8-17 Lacs P.A.,['Noida'],"Machine Learning Engineer\n\nAbout Caliper:\nCaliper is an AI-enabled, comprehensive value-based care (VBC) risk analytics suite designed to provide affordable, accessible and actionable insights. Our solution empowers Community Care Providers to thrive in the VBC landscape, ensuring improved patient outcomes, operational efficiency and financial success.\nPosition: Machine Learning Engineer (with NLP & AWS Experience)\nWe are hiring a Machine Learning Engineer who brings strong foundational skills across ML workflows, with a working focus on Natural Language Processing (NLP) and experience deploying ML systems on AWS.\nThis role is ideal for someone who is technically versatilecomfortable working across diverse machine learning problems including NLP, classification, forecasting, embeddings, and recommender systemswhile being hands-on with modern ML tooling, model lifecycle management, and cloud infrastructure.\nKey Responsibilities:\nBuild and deploy ML models for a variety of use cases such as classification, prediction, NLP tasks, and recommender systems.\nDesign, implement, and maintain end-to-end ML pipelines, including data preprocessing, model training, validation, and deployment.\nApply NLP techniques where applicable (e.g., sentiment analysis, NER, document parsing, embeddings).\nLeverage AWS services (e.g., SageMaker, Lambda, S3, Bedrock, Comprehend) to deploy and scale ML solutions in production.\nParticipate in model evaluation, monitoring, and retraining workflows.\nCollaborate with product, data, and engineering teams to understand requirements and translate them into ML-driven solutions.\nSupport both experimental research and production-grade deployment workstreams.\nRequired Skills & Experience:\n4+ years of experience as a Machine Learning Engineer or Applied Scientist.\nStrong hands-on experience in core ML techniques: regression, classification, clustering, tree-based models, embeddings, etc.\nSolid Python programming skills and experience with libraries like Scikit-learn, PyTorch or TensorFlow, Pandas, NumPy.\nExposure to NLP models and libraries (e.g., Hugging Face Transformers, spaCy, NLTK) with practical application experience.\nExperience deploying models using AWS cloud infrastructure, particularly SageMaker, Comprehend, Lambda, or Bedrock.\nComfortable with model evaluation, metrics (e.g., accuracy, ROC-AUC, F1), and debugging pipelines in production.\nExperience working with version control, CI/CD tools, and basic MLOps practices.\nNice to Have:\nFamiliarity with Retrieval-Augmented Generation (RAG) pipelines and vector databases (e.g., FAISS, Milvus, Weaviate).\nKnowledge of prompt engineering or foundation model tuning (e.g., OpenAI, Claude, Bedrock).\nExperience with time series models, anomaly detection, or customer intelligence use cases.\nExposure to Docker, Kubernetes, or Airflow for workflow orchestration.\nWhat We are Looking For:\nA generalist ML engineer who can adapt to evolving problem statements across NLP, tabular, or other ML use cases.\nSomeone who balances code quality and experimentation, and can own model delivery end-to-end.\nA collaborative team player who is curious, self-driven, and excited to build in a fast-paced environment.\nCompensation will be commensurate with experience. If you are interested, please send your application to jobs@precognitas.com and\nFor more information about our work, visit www.caliper.care",Industry Type: IT Services & Consulting,Department: Data Science & Analytics,"Employment Type: Full Time, Permanent","['Machine Learning Pipelines', 'Natural Language Processing', 'Model Deployment & MLOps', 'AWS', 'Python', 'NLP', 'Ml Pipelines']",2025-07-01 05:47:27
Data Scientist - Machine Learning Lead / SSE (Immediate Joiners),Chadwick Professional Services,4 - 9 years,Not Disclosed,['Mumbai (All Areas)'],"Data Scientist - Machine Learning Lead\nPermanent\nAiroli, Mumbai\n\nPreferred candidate profile\n\nSkillset Requirements: Technical Lead\n\n3 to 10 years of relevant experience in data science\nMinimum 3 years of experience in Python programming\nAt least 2 years of experience in machine learning and NLP\nMinimum 2 years of experience with LLMs and GenAI\nAt least 2 years of experience with any database\n1+ years of experience deploying ML models/Python applications on Azure or AWS\nFamiliarity with LLMOps is a plus\n\nRole and Responsibilities:\n\nLead development, deployment, and optimization of ML, NLP models, and LLM/GenAI solutions\nDevelop and maintain Python-based ML pipelines and manage associated databases\nDeploy AI models on Azure/AWS, ensuring performance and scalability\nMentor team members and stay updated on advancements in ML, NLP, and GenAI\nImplement LLMOps best practices for efficient model lifecycle management\n\nIf Interested, kindly share me your updated profile along with below details.\nFull Name:\nContact #:\nEmail ID:\nTotal experience:\nKey skills:\nCurrent Location:\nRelocation:\nCurrent Employer:\nCTC (Including Variable):\nECTC:\nNotice Period:\nHolding any offer:",Industry Type: IT Services & Consulting,Department: Data Science & Analytics,"Employment Type: Full Time, Permanent","['Data Science', 'GenAI', 'Natural Language Processing', 'LLM', 'Machine Learning', 'Tensorflow', 'Deep Learning', 'Python']",2025-07-01 05:47:29
Data Scientist with AWS,Tech Mahindra,4 - 9 years,Not Disclosed,['Pune'],"Data ScientistAbout the RoleWe are seeking a highly skilled and motivated Data Scientist to join our dynamic team.\nThe ideal candidate will have experience working with Python, AWS Bedrock, and SageMaker.\nThe successful applicant will be responsible for deploying AI applications on AWS, utilizing AWS databases, and working with MLOps for model training, evaluation, and deployment.\nKey Responsibilities\nDevelop and implement machine learning models using Python.Utilize AWS Bedrock and SageMaker for AI model development and deployment.Deploy AI applications on AWS cloud infrastructure.Work with AWS databases to manage and manipulate data.Incorporate MLOps practices for model training, evaluation, and deployment.Collaborate with cross-functional teams to integrate AI solutions into existing systems.Ensure the security and compliance of AI applications within the AWS cloud environment.\nRequirementsBachelors or Masters degree in Computer Science, Data Science, or a related field.4-9 years of relevant experience in Data Science.Proficiency in Python programming.Experience with AWS Bedrock and SageMaker.Strong understanding of deploying AI applications on AWS.Knowledge of AWS databases and data management practices.Familiarity with MLOps for model training, evaluation, and deployment.Good to haveOverall knowledge of AWS cloud services.Understanding of cybersecurity principles and best practices.",Industry Type: IT Services & Consulting,Department: Data Science & Analytics,"Employment Type: Full Time, Permanent","['Computer science', 'Data management', 'data science', 'Cloud Services', 'Machine learning', 'Infrastructure', 'Programming', 'model development', 'AWS', 'Python']",2025-07-01 05:47:32
Junior Data Scientist,Cyber Infrastructure,0 - 3 years,Not Disclosed,['Indore'],"Position: Junior Data Scientist\nTechnology/Area: AI, ML, NLP, LLM, OpenCV\nExperience Required: 0-3 Yrs\nLocation: Indore (WFO)\n\nAbout Company :\nCIS is an Indore-based global IT services company having 5 global offices. We are on the path to becoming a 2000+ professional IT Services Company in the next 2-3 years, from the current strength of 700+ professionals.\n\nJob Overview :\n1 years with hands on experience with building language models, machine learning and AI models leveraging industry tools, and products. Proficient in large language models.\n\nRequirements :\n\n- Proven experience with expertise in AI/ML, Python and Web Technologies.\n- Experience with Python, Spacy, SciKit, NLP, Text Processing, LLMs etc.,\n- Strong knowledge of AI/ML techniques for various activities from Data Wrangling to AI/ML Model developments.\n- Strong Knowledge of the AI/ML algorithms, generative AI Space and both commercial and open -source libraries.\n- Machine Learning and AI - TensorFlow, Pattern, Opencv, Artificial intelligence, Machine learning, Deep learning, Natural Language Processing, sentiment analysis, Artificial Neural network, Generative AI, LLM & Computer Vision\n- Expertise in dealing and setting up the AI/ML Models with experience in ML/Ops\n- Familiarity with database systems (SQL, Oracle, MySQL) and proficiency in SQL queries.\n- Design, develop, and maintain web applications, both front-end and back-end, using modern web technologies.\n- Experience with cloud platforms and deploying applications to the cloud.\n- Ensure the responsiveness and scalability of the applications.\n- Prior experience in leading development projects is a plus.\n- Should have good knowledge of Deployment, as well as on project estimation.\n- Excellent leadership and communication skills, with the ability to guide and motivate a team.\n- Strong problem-solving and analytical abilities.\n\nInterested share their resume at tanya.c@cisinlabs.com",Industry Type: IT Services & Consulting,Department: Data Science & Analytics,"Employment Type: Full Time, Permanent","['Computer Vision', 'Machine Learning', 'Deep Learning', 'Tensorflow', 'Pytorch', 'Opencv', 'Image Processing', 'Natural Language Processing', 'Keras']",2025-07-01 05:47:34
